Age,Location,Audio File,Mfcc File,Word,Annotation
10-12 years,Maharashtra,./All/1218/MR_S2_W_0.mp3,mfcc_files/./All/1218/MR_S2_W_0.csv,cow,Correct
10-12 years,Rajasthan,./All/3674/HI_S2_W_3.mp3,mfcc_files/./All/3674/HI_S2_W_3.csv,cow,Correct
5-7 years,Rajasthan,./All/3693/HI_S2_W_3.mp3,mfcc_files/./All/3693/HI_S2_W_3.csv,cow,Correct
10-12 years,Rajasthan,./All/4073/HI_S2_W_3.mp3,mfcc_files/./All/4073/HI_S2_W_3.csv,cow,Correct
10-12 years,Maharashtra,./All/329/MR_S2_W_0.mp3,mfcc_files/./All/329/MR_S2_W_0.csv,cow,Correct
7-10 years,Uttar Pradesh,./All/2928/HI_S2_W_3.mp3,mfcc_files/./All/2928/HI_S2_W_3.csv,cow,Correct
7-10 years,Rajasthan,./All/3961/HI_S2_W_3.mp3,mfcc_files/./All/3961/HI_S2_W_3.csv,cow,Correct
7-10 years,Uttar Pradesh,./All/2200/HI_S2_W_3.mp3,mfcc_files/./All/2200/HI_S2_W_3.csv,cow,Correct
15-18years,Uttar Pradesh,./All/1498/HI_S2_W_3.mp3,mfcc_files/./All/1498/HI_S2_W_3.csv,cow,Correct
10-12 years,Rajasthan,./All/5242/HI_S2_W_3.mp3,mfcc_files/./All/5242/HI_S2_W_3.csv,cow,Correct
12-15 years,Maharashtra,./All/1230/MR_S2_W_0.mp3,mfcc_files/./All/1230/MR_S2_W_0.csv,cow,Correct
12-15 years,Uttar Pradesh,./All/2019/HI_S2_W_3.mp3,mfcc_files/./All/2019/HI_S2_W_3.csv,cow,Correct
12-15 years,Rajasthan,./All/4028/HI_S2_W_3.mp3,mfcc_files/./All/4028/HI_S2_W_3.csv,cow,Correct
12-15 years,Uttar Pradesh,./All/2899/HI_S2_W_3.mp3,mfcc_files/./All/2899/HI_S2_W_3.csv,cow,Correct
12-15 years,Maharashtra,./All/1127/MR_S2_W_0.mp3,mfcc_files/./All/1127/MR_S2_W_0.csv,cow,Correct
7-10 years,Uttar Pradesh,./All/1714/HI_S2_W_3.mp3,mfcc_files/./All/1714/HI_S2_W_3.csv,cow,Correct
10-12 years,Uttar Pradesh,./All/1432/HI_S2_W_3.mp3,mfcc_files/./All/1432/HI_S2_W_3.csv,cow,Correct
10-12 years,Maharashtra,./All/945/MR_S2_W_0.mp3,mfcc_files/./All/945/MR_S2_W_0.csv,cow,Correct
12-15 years,Rajasthan,./All/4302/HI_S2_W_3.mp3,mfcc_files/./All/4302/HI_S2_W_3.csv,cow,Correct
10-12 years,Maharashtra,./All/230/MR_S2_W_0.mp3,mfcc_files/./All/230/MR_S2_W_0.csv,cow,Correct
12-15 years,Uttar Pradesh,./All/3386/HI_S2_W_3.mp3,mfcc_files/./All/3386/HI_S2_W_3.csv,cow,Correct
12-15 years,Uttar Pradesh,./All/1497/HI_S2_W_3.mp3,mfcc_files/./All/1497/HI_S2_W_3.csv,cow,Correct
12-15 years,Maharashtra,./All/580/MR_S2_W_0.mp3,mfcc_files/./All/580/MR_S2_W_0.csv,cow,Correct
7-10 years,Rajasthan,./All/4248/HI_S2_W_3.mp3,mfcc_files/./All/4248/HI_S2_W_3.csv,cow,Correct
10-12 years,Rajasthan,./All/3559/HI_S2_W_3.mp3,mfcc_files/./All/3559/HI_S2_W_3.csv,cow,Correct
12-15 years,Rajasthan,./All/4216/HI_S2_W_3.mp3,mfcc_files/./All/4216/HI_S2_W_3.csv,cow,Correct
5-7 years,Rajasthan,./All/3512/HI_S2_W_3.mp3,mfcc_files/./All/3512/HI_S2_W_3.csv,cow,Correct
7-10 years,Rajasthan,./All/3953/HI_S2_W_3.mp3,mfcc_files/./All/3953/HI_S2_W_3.csv,cow,Correct
7-10 years,Rajasthan,./All/4583/HI_S2_W_3.mp3,mfcc_files/./All/4583/HI_S2_W_3.csv,cow,Correct
10-12 years,Uttar Pradesh,./All/2522/HI_S2_W_3.mp3,mfcc_files/./All/2522/HI_S2_W_3.csv,cow,Correct
10-12 years,Maharashtra,./All/235/MR_S2_W_0.mp3,mfcc_files/./All/235/MR_S2_W_0.csv,cow,Correct
7-10 years,Rajasthan,./All/4284/HI_S2_W_3.mp3,mfcc_files/./All/4284/HI_S2_W_3.csv,cow,Correct
12-15 years,Rajasthan,./All/3970/HI_S2_W_3.mp3,mfcc_files/./All/3970/HI_S2_W_3.csv,cow,Correct
12-15 years,Maharashtra,./All/891/MR_S2_W_0.mp3,mfcc_files/./All/891/MR_S2_W_0.csv,cow,Correct
7-10 years,Uttar Pradesh,./All/2507/HI_S2_W_3.mp3,mfcc_files/./All/2507/HI_S2_W_3.csv,cow,Correct
7-10 years,Rajasthan,./All/4944/HI_S2_W_3.mp3,mfcc_files/./All/4944/HI_S2_W_3.csv,cow,Correct
7-10 years,Maharashtra,./All/1248/MR_S2_W_2.mp3,mfcc_files/./All/1248/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4186/HI_S2_W_2.mp3,mfcc_files/./All/4186/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3953/HI_S2_W_2.mp3,mfcc_files/./All/3953/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2808/HI_S2_W_2.mp3,mfcc_files/./All/2808/HI_S2_W_2.csv,big,Correct
5-7 years,Rajasthan,./All/3512/HI_S2_W_2.mp3,mfcc_files/./All/3512/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/2413/HI_S2_W_2.mp3,mfcc_files/./All/2413/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/1174/MR_S2_W_2.mp3,mfcc_files/./All/1174/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4232/HI_S2_W_2.mp3,mfcc_files/./All/4232/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/3318/HI_S2_W_2.mp3,mfcc_files/./All/3318/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/626/MR_S2_W_2.mp3,mfcc_files/./All/626/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/3535/HI_S2_W_2.mp3,mfcc_files/./All/3535/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4316/HI_S2_W_2.mp3,mfcc_files/./All/4316/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2568/HI_S2_W_2.mp3,mfcc_files/./All/2568/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/1033/MR_S2_W_2.mp3,mfcc_files/./All/1033/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1699/HI_S2_W_2.mp3,mfcc_files/./All/1699/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/440/MR_S2_W_2.mp3,mfcc_files/./All/440/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1396/HI_S2_W_2.mp3,mfcc_files/./All/1396/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1673/HI_S2_W_2.mp3,mfcc_files/./All/1673/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/1221/MR_S2_W_2.mp3,mfcc_files/./All/1221/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4846/HI_S2_W_2.mp3,mfcc_files/./All/4846/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1929/HI_S2_W_2.mp3,mfcc_files/./All/1929/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2565/HI_S2_W_2.mp3,mfcc_files/./All/2565/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/658/MR_S2_W_2.mp3,mfcc_files/./All/658/MR_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/970/MR_S2_W_2.mp3,mfcc_files/./All/970/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1880/HI_S2_W_2.mp3,mfcc_files/./All/1880/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/3207/HI_S2_W_2.mp3,mfcc_files/./All/3207/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/1254/MR_S2_W_2.mp3,mfcc_files/./All/1254/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1846/HI_S2_W_2.mp3,mfcc_files/./All/1846/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/584/MR_S2_W_2.mp3,mfcc_files/./All/584/MR_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/623/MR_S2_W_2.mp3,mfcc_files/./All/623/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4910/HI_S2_W_2.mp3,mfcc_files/./All/4910/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/1599/HI_S2_W_2.mp3,mfcc_files/./All/1599/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/128/MR_S2_W_2.mp3,mfcc_files/./All/128/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4867/HI_S2_W_2.mp3,mfcc_files/./All/4867/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4111/HI_S2_W_2.mp3,mfcc_files/./All/4111/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3715/HI_S2_W_2.mp3,mfcc_files/./All/3715/HI_S2_W_2.csv,big,Correct
5-7 years,Maharashtra,./All/979/MR_S2_W_2.mp3,mfcc_files/./All/979/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2026/HI_S2_W_2.mp3,mfcc_files/./All/2026/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/1070/MR_S2_W_2.mp3,mfcc_files/./All/1070/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4592/HI_S2_W_2.mp3,mfcc_files/./All/4592/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4028/HI_S2_W_2.mp3,mfcc_files/./All/4028/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/1300/MR_S2_W_2.mp3,mfcc_files/./All/1300/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3961/HI_S2_W_2.mp3,mfcc_files/./All/3961/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/150/MR_S2_W_2.mp3,mfcc_files/./All/150/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2657/HI_S2_W_2.mp3,mfcc_files/./All/2657/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/1218/MR_S2_W_2.mp3,mfcc_files/./All/1218/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/1515/HI_S2_W_2.mp3,mfcc_files/./All/1515/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/1959/HI_S2_W_2.mp3,mfcc_files/./All/1959/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/249/MR_S2_W_2.mp3,mfcc_files/./All/249/MR_S2_W_2.csv,big,Correct
5-7 years,Uttar Pradesh,./All/2401/HI_S2_W_2.mp3,mfcc_files/./All/2401/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4610/HI_S2_W_2.mp3,mfcc_files/./All/4610/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/2192/HI_S2_W_2.mp3,mfcc_files/./All/2192/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4810/HI_S2_W_2.mp3,mfcc_files/./All/4810/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/3982/HI_S2_W_2.mp3,mfcc_files/./All/3982/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2771/HI_S2_W_2.mp3,mfcc_files/./All/2771/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/492/MR_S2_W_2.mp3,mfcc_files/./All/492/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4021/HI_S2_W_2.mp3,mfcc_files/./All/4021/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3676/HI_S2_W_2.mp3,mfcc_files/./All/3676/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3825/HI_S2_W_2.mp3,mfcc_files/./All/3825/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/3760/HI_S2_W_2.mp3,mfcc_files/./All/3760/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2991/HI_S2_W_2.mp3,mfcc_files/./All/2991/HI_S2_W_2.csv,big,Correct
15-18years,Uttar Pradesh,./All/1899/HI_S2_W_2.mp3,mfcc_files/./All/1899/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1858/HI_S2_W_2.mp3,mfcc_files/./All/1858/HI_S2_W_2.csv,big,Correct
7-10 years,Maharashtra,./All/469/MR_S2_W_2.mp3,mfcc_files/./All/469/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2859/HI_S2_W_2.mp3,mfcc_files/./All/2859/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4337/HI_S2_W_2.mp3,mfcc_files/./All/4337/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1412/HI_S2_W_2.mp3,mfcc_files/./All/1412/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4221/HI_S2_W_2.mp3,mfcc_files/./All/4221/HI_S2_W_2.csv,big,Correct
5-7 years,Rajasthan,./All/3693/HI_S2_W_2.mp3,mfcc_files/./All/3693/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/763/MR_S2_W_2.mp3,mfcc_files/./All/763/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/3587/HI_S2_W_2.mp3,mfcc_files/./All/3587/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2041/HI_S2_W_2.mp3,mfcc_files/./All/2041/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2067/HI_S2_W_2.mp3,mfcc_files/./All/2067/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1678/HI_S2_W_2.mp3,mfcc_files/./All/1678/HI_S2_W_2.csv,big,Correct
5-7 years,Rajasthan,./All/4295/HI_S2_W_2.mp3,mfcc_files/./All/4295/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/1260/MR_S2_W_2.mp3,mfcc_files/./All/1260/MR_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/985/MR_S2_W_2.mp3,mfcc_files/./All/985/MR_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/924/MR_S2_W_2.mp3,mfcc_files/./All/924/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/5242/HI_S2_W_2.mp3,mfcc_files/./All/5242/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/3003/HI_S2_W_2.mp3,mfcc_files/./All/3003/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2012/HI_S2_W_2.mp3,mfcc_files/./All/2012/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2985/HI_S2_W_2.mp3,mfcc_files/./All/2985/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4693/HI_S2_W_2.mp3,mfcc_files/./All/4693/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4555/HI_S2_W_2.mp3,mfcc_files/./All/4555/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4099/HI_S2_W_2.mp3,mfcc_files/./All/4099/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/1434/HI_S2_W_2.mp3,mfcc_files/./All/1434/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4543/HI_S2_W_2.mp3,mfcc_files/./All/4543/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/306/MR_S2_W_2.mp3,mfcc_files/./All/306/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4087/HI_S2_W_2.mp3,mfcc_files/./All/4087/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/389/MR_S2_W_2.mp3,mfcc_files/./All/389/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4015/HI_S2_W_2.mp3,mfcc_files/./All/4015/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3978/HI_S2_W_2.mp3,mfcc_files/./All/3978/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3993/HI_S2_W_2.mp3,mfcc_files/./All/3993/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/379/MR_S2_W_2.mp3,mfcc_files/./All/379/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/5222/HI_S2_W_2.mp3,mfcc_files/./All/5222/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/5010/HI_S2_W_2.mp3,mfcc_files/./All/5010/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/1432/HI_S2_W_2.mp3,mfcc_files/./All/1432/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/86/MR_S2_W_2.mp3,mfcc_files/./All/86/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/5013/HI_S2_W_2.mp3,mfcc_files/./All/5013/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4321/HI_S2_W_2.mp3,mfcc_files/./All/4321/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/784/MR_S2_W_2.mp3,mfcc_files/./All/784/MR_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/501/MR_S2_W_2.mp3,mfcc_files/./All/501/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4016/HI_S2_W_2.mp3,mfcc_files/./All/4016/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/5022/HI_S2_W_2.mp3,mfcc_files/./All/5022/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/945/MR_S2_W_2.mp3,mfcc_files/./All/945/MR_S2_W_2.csv,big,Correct
5-7 years,Rajasthan,./All/4574/HI_S2_W_2.mp3,mfcc_files/./All/4574/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/833/MR_S2_W_2.mp3,mfcc_files/./All/833/MR_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/223/MR_S2_W_2.mp3,mfcc_files/./All/223/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4049/HI_S2_W_2.mp3,mfcc_files/./All/4049/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/3109/HI_S2_W_2.mp3,mfcc_files/./All/3109/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4885/HI_S2_W_2.mp3,mfcc_files/./All/4885/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/3983/HI_S2_W_2.mp3,mfcc_files/./All/3983/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/3435/HI_S2_W_2.mp3,mfcc_files/./All/3435/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/42/MR_S2_W_2.mp3,mfcc_files/./All/42/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2848/HI_S2_W_2.mp3,mfcc_files/./All/2848/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/2828/HI_S2_W_2.mp3,mfcc_files/./All/2828/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/710/MR_S2_W_2.mp3,mfcc_files/./All/710/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/3884/HI_S2_W_2.mp3,mfcc_files/./All/3884/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4466/HI_S2_W_2.mp3,mfcc_files/./All/4466/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2522/HI_S2_W_2.mp3,mfcc_files/./All/2522/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/1110/MR_S2_W_2.mp3,mfcc_files/./All/1110/MR_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/352/MR_S2_W_2.mp3,mfcc_files/./All/352/MR_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/84/MR_S2_W_2.mp3,mfcc_files/./All/84/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4533/HI_S2_W_2.mp3,mfcc_files/./All/4533/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/638/MR_S2_W_2.mp3,mfcc_files/./All/638/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/1491/HI_S2_W_2.mp3,mfcc_files/./All/1491/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4453/HI_S2_W_2.mp3,mfcc_files/./All/4453/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/633/MR_S2_W_2.mp3,mfcc_files/./All/633/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/1429/HI_S2_W_2.mp3,mfcc_files/./All/1429/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4302/HI_S2_W_2.mp3,mfcc_files/./All/4302/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4394/HI_S2_W_2.mp3,mfcc_files/./All/4394/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4604/HI_S2_W_2.mp3,mfcc_files/./All/4604/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/3673/HI_S2_W_2.mp3,mfcc_files/./All/3673/HI_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/2140/HI_S2_W_2.mp3,mfcc_files/./All/2140/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/579/MR_S2_W_2.mp3,mfcc_files/./All/579/MR_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4190/HI_S2_W_2.mp3,mfcc_files/./All/4190/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4133/HI_S2_W_2.mp3,mfcc_files/./All/4133/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4023/HI_S2_W_2.mp3,mfcc_files/./All/4023/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/600/MR_S2_W_2.mp3,mfcc_files/./All/600/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4869/HI_S2_W_2.mp3,mfcc_files/./All/4869/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/3936/HI_S2_W_2.mp3,mfcc_files/./All/3936/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4292/HI_S2_W_2.mp3,mfcc_files/./All/4292/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4014/HI_S2_W_2.mp3,mfcc_files/./All/4014/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4617/HI_S2_W_2.mp3,mfcc_files/./All/4617/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/3943/HI_S2_W_2.mp3,mfcc_files/./All/3943/HI_S2_W_2.csv,big,Correct
5-7 years,Maharashtra,./All/487/MR_S2_W_2.mp3,mfcc_files/./All/487/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/3922/HI_S2_W_2.mp3,mfcc_files/./All/3922/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/3970/HI_S2_W_2.mp3,mfcc_files/./All/3970/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/286/MR_S2_W_2.mp3,mfcc_files/./All/286/MR_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4759/HI_S2_W_2.mp3,mfcc_files/./All/4759/HI_S2_W_2.csv,big,Correct
12-15 years,Rajasthan,./All/4127/HI_S2_W_2.mp3,mfcc_files/./All/4127/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/3431/HI_S2_W_2.mp3,mfcc_files/./All/3431/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/1471/HI_S2_W_2.mp3,mfcc_files/./All/1471/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/3001/HI_S2_W_2.mp3,mfcc_files/./All/3001/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2058/HI_S2_W_2.mp3,mfcc_files/./All/2058/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/1127/MR_S2_W_2.mp3,mfcc_files/./All/1127/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/5197/HI_S2_W_2.mp3,mfcc_files/./All/5197/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2971/HI_S2_W_2.mp3,mfcc_files/./All/2971/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/771/MR_S2_W_2.mp3,mfcc_files/./All/771/MR_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/114/MR_S2_W_2.mp3,mfcc_files/./All/114/MR_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2098/HI_S2_W_2.mp3,mfcc_files/./All/2098/HI_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2779/HI_S2_W_2.mp3,mfcc_files/./All/2779/HI_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/4440/HI_S2_W_2.mp3,mfcc_files/./All/4440/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/1278/MR_S2_W_2.mp3,mfcc_files/./All/1278/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2878/HI_S2_W_2.mp3,mfcc_files/./All/2878/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/434/MR_S2_W_2.mp3,mfcc_files/./All/434/MR_S2_W_2.csv,big,Correct
7-10 years,Rajasthan,./All/5079/HI_S2_W_2.mp3,mfcc_files/./All/5079/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2794/HI_S2_W_2.mp3,mfcc_files/./All/2794/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4937/HI_S2_W_2.mp3,mfcc_files/./All/4937/HI_S2_W_2.csv,big,Correct
10-12 years,Maharashtra,./All/531/MR_S2_W_2.mp3,mfcc_files/./All/531/MR_S2_W_2.csv,big,Correct
7-10 years,Uttar Pradesh,./All/3298/HI_S2_W_2.mp3,mfcc_files/./All/3298/HI_S2_W_2.csv,big,Correct
12-15 years,Uttar Pradesh,./All/2222/HI_S2_W_2.mp3,mfcc_files/./All/2222/HI_S2_W_2.csv,big,Correct
12-15 years,Maharashtra,./All/850/MR_S2_W_2.mp3,mfcc_files/./All/850/MR_S2_W_2.csv,big,Correct
10-12 years,Uttar Pradesh,./All/2845/HI_S2_W_2.mp3,mfcc_files/./All/2845/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4121/HI_S2_W_2.mp3,mfcc_files/./All/4121/HI_S2_W_2.csv,big,Correct
10-12 years,Rajasthan,./All/4073/HI_S2_W_2.mp3,mfcc_files/./All/4073/HI_S2_W_2.csv,big,Correct
